alpha,lambda,cvm,cvsd,thresh
0.25,0.000188251846720333,0.159440408453693,0.0266202168065177,1e-04
0.25,0.000155993532261352,0.160160803751047,0.0270302487708062,1e-04
0.25,0.000129262913120443,0.16089654188667,0.0274180146744616,1e-04
0.25,0.000107112778755398,0.161649247716078,0.0277992479960862,1e-04
0.25,8.87582299960436e-05,0.16240363722502,0.0281713784569437,1e-04
0.25,7.35488658175954e-05,0.163146640687116,0.028533362984011,1e-04
0.25,6.09457361114094e-05,0.163851265069581,0.0288886888934042,1e-04
0.25,5.05022437650282e-05,0.164612842243997,0.0292687330794745,1e-04
0.25,4.18483193088361e-05,0.165476730538228,0.0296471378570803,1e-04
0.5,0.20924159654418,0.519648962734088,0.0567681578244965,1e-04
0.5,0.173386536756911,0.493993139229398,0.053284386273669,1e-04
0.5,0.143675500593917,0.454833515264826,0.0483880402897336,1e-04
0.5,0.119055665203428,0.418953995394554,0.0436229440059208,1e-04
0.5,0.0986546165382278,0.390459799921823,0.0401336537799419,1e-04
0.5,0.0817494350031527,0.365433009934679,0.0371311798935897,1e-04
0.5,0.0677410785003162,0.34138613320409,0.0343324370511502,1e-04
0.5,0.0561331551246689,0.318978084388266,0.0321142592734189,1e-04
0.5,0.0465143333115878,0.298702671753128,0.0305295253019668,1e-04
0.5,0.0385437661328011,0.280445381389242,0.0291902082043748,1e-04
0.5,0.0319390132445468,0.264194593765852,0.0277299200476634,1e-04
0.5,0.0264660324972037,0.249536479881827,0.0262912192151742,1e-04
0.5,0.0219308865549451,0.236014933150862,0.0244753109789172,1e-04
0.5,0.0181728706460512,0.223062497206239,0.0226472018983727,1e-04
0.5,0.0150588179228734,0.211283888225949,0.0208960440855718,1e-04
0.5,0.0124783806395236,0.200693964643595,0.0193673442812481,1e-04
0.5,0.0103401199338711,0.191074782428602,0.0179778545449804,1e-04
0.5,0.00856826565365292,0.182745008445833,0.016805302985785,1e-04
0.5,0.00710003140979851,0.17598578407948,0.0159818764422102,1e-04
0.5,0.00588338971477079,0.170979299050964,0.0157563298984545,1e-04
0.5,0.0048752283670324,0.167053588945929,0.0158846735488113,1e-04
0.5,0.00403982275235754,0.164057378275751,0.0162644788363868,1e-04
0.5,0.003347569927355,0.161707880918323,0.0167550987883467,1e-04
0.5,0.0027739396269284,0.159329594369598,0.0171998627329105,1e-04
0.5,0.00229860502418944,0.15710694467902,0.017675124783564,1e-04
0.5,0.00190472244094204,0.155299456319614,0.0182284959266132,1e-04
0.5,0.00157833448498076,0.153978391968906,0.018880319569745,1e-04
0.5,0.00130787546412663,0.152963064229868,0.0195243464385395,1e-04
0.5,0.0010837615511425,0.152878977453179,0.0201264236457868,1e-04
0.5,0.000898051176852011,0.152794332301669,0.0209056253836897,1e-04
0.5,0.000744163617352063,0.152973591004214,0.0214589821809745,1e-04
0.5,0.000616645803340186,0.153439072814476,0.0222059874655908,1e-04
0.5,0.000510979088349016,0.153955421187266,0.0227241911833322,1e-04
0.5,0.000423419128640288,0.154707654026722,0.0231506788198859,1e-04
0.5,0.000350863200836202,0.155183432329061,0.02375776299935,1e-04
0.5,0.000290740255633581,0.156095304536017,0.0245391218870125,1e-04
0.5,0.00024091981160869,0.157256126865549,0.0251200890051676,1e-04
0.5,0.000199636460727053,0.158169377938034,0.0255815616465785,1e-04
0.5,0.000165427310379761,0.158843922046126,0.025971685551507,1e-04
0.5,0.000137080145178977,0.159537219945657,0.026367669178289,1e-04
0.5,0.000113590471604431,0.160629302021608,0.026952800317843,1e-04
0.5,9.41259233601666e-05,0.161435928598979,0.0273812838265857,1e-04
0.5,7.7996766130676e-05,0.162575413697735,0.0280292305110725,1e-04
0.5,6.46314565602217e-05,0.163357602420826,0.0284248401686186,1e-04
0.5,5.35563893776992e-05,0.164099468652053,0.0287913291082945,1e-04
0.5,4.43791149980218e-05,0.164832771563906,0.0291356066795214,1e-04
0.5,3.67744329087977e-05,0.165536217584717,0.0294650632829851,1e-04
0.5,3.04728680557047e-05,0.166316829834724,0.0298149921643524,1e-04
0.5,2.52511218825141e-05,0.16719792190378,0.0301943786248232,1e-04
0.5,2.09241596544181e-05,0.167839128668116,0.0304753887938535,1e-04
0.75,0.13949439769612,0.519126597145595,0.0569202905308292,1e-04
0.75,0.115591024504607,0.482162177222469,0.0514378819152108,1e-04
0.75,0.0957836670626114,0.437618651956931,0.0460566570882033,1e-04
0.75,0.0793704434689522,0.400914176721098,0.0413935135543714,1e-04
0.75,0.0657697443588185,0.372798083121358,0.0380068423760314,1e-04
0.75,0.0544996233354351,0.345676241234727,0.0347495575792683,1e-04
0.75,0.0451607190002108,0.31923103611271,0.0317356157628558,1e-04
0.75,0.0374221034164459,0.296519256425047,0.0293534806868169,1e-04
0.75,0.0310095555410585,0.276111033386638,0.0276747043416071,1e-04
0.75,0.0256958440885341,0.257739644853498,0.0261290464283239,1e-04
0.75,0.0212926754963645,0.2426214802961,0.0245865450043383,1e-04
0.75,0.0176440216648025,0.229090535933332,0.0231014011291845,1e-04
0.75,0.0146205910366301,0.216490418128109,0.0214803002569817,1e-04
0.75,0.0121152470973675,0.204862855422735,0.0198835982286634,1e-04
0.75,0.0100392119485823,0.193515195057111,0.0182553077449101,1e-04
0.75,0.00831892042634908,0.183381596655842,0.0169463418870221,1e-04
0.75,0.00689341328924738,0.175047820027666,0.0161110267552294,1e-04
0.75,0.00571217710243528,0.168113685770857,0.0155959020457048,1e-04
0.75,0.00473335427319901,0.163048423207378,0.015387511604603,1e-04
0.75,0.0039222598098472,0.159447238451606,0.0154875009501794,1e-04
0.75,0.00325015224468827,0.157017880480562,0.0159799061046489,1e-04
0.75,0.00269321516823836,0.155704731439352,0.0167153461079124,1e-04
0.75,0.00223171328490333,0.154827729320553,0.0175546629104078,1e-04
0.75,0.00184929308461893,0.153610036026304,0.0181978343825141,1e-04
0.75,0.00153240334945963,0.152349572732167,0.0188347731448046,1e-04
0.75,0.00126981496062803,0.15186842097734,0.0194854611297065,1e-04
0.75,0.00105222298998717,0.151185548822969,0.0200076742435539,1e-04
0.75,0.000871916976084418,0.151532364956285,0.0207742833779697,1e-04
0.75,0.000722507700761664,0.151660150265943,0.0213227308969727,1e-04
0.75,0.000598700784568008,0.152608346723948,0.0222183802747301,1e-04
0.75,0.000496109078234709,0.153009452121199,0.0226903310915083,1e-04
0.75,0.000411097202226791,0.153323037810178,0.0230945378788032,1e-04
0.75,0.000340652725566011,0.155257604207285,0.02403453923692,1e-04
0.75,0.000282279419093525,0.155963039315711,0.0244023949786446,1e-04
0.75,0.000233908800557468,0.156451379154882,0.024804576560915,1e-04
0.75,0.000193826837089054,0.157054129579408,0.0252362801453751,1e-04
0.75,0.000160613207739127,0.157879279867317,0.025644060692658,1e-04
0.75,0.000133090973818036,0.158751178958536,0.0260274966361184,1e-04
0.75,0.000110284873586507,0.159680917370086,0.0264290475534018,1e-04
0.75,9.13867634526516e-05,0.161145660693891,0.0271849293917443,1e-04
0.75,7.57269810696204e-05,0.162000842355264,0.0275976830592836,1e-04
0.75,6.27506155734444e-05,0.162815726922144,0.0279780634509728,1e-04
0.75,5.19978440871174e-05,0.163590650609528,0.0283420596055579,1e-04
0.75,4.30876377068145e-05,0.164313285238176,0.02871534750149,1e-04
0.75,3.57042595851328e-05,0.165430815172484,0.0292481034956935,1e-04
0.75,2.95860766653479e-05,0.166161511355139,0.0295843585359764,1e-04
0.75,2.45162886058652e-05,0.16683106704652,0.0298903652889806,1e-04
0.75,2.03152453704698e-05,0.167563512453776,0.0302061697031522,1e-04
0.75,1.68340812550094e-05,0.168419426381258,0.0305546190752197,1e-04
0.75,1.39494397696121e-05,0.169065435279428,0.0308092646954881,1e-04
